appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,languages,genre,tags,estimated players,estimated active players,average total playtime,average recent playtime,release_date,days_from_release,languages_supports,review_num,positive_rate,cut_time,average_cut,duration,average_price,fix
403680,Dexterity Ball 3D,Quandary Solutions LTD,Quandary Solutions LTD,,7,8,0,"0 .. 20,000",0,0,0,0,6.99,699,0,0,English,"Action, Indie, Racing","{'Action': 33, 'Indie': 21, 'Racing': 21, 'Physics': 12, 'Difficult': 12, '3D Platformer': 12, 'Puzzle-Platformer': 12, 'Multiplayer': 11, 'Singleplayer': 11}",5000.0,0.0,2.8h,0.2h,"Dec 7, 2015",2089,1,15,0.47,2,0.22,7,6.24,True
362940,Courier of the Crypts,Emberheart Games,Emberheart Games,,52,3,0,"0 .. 20,000",0,0,0,0,9.99,999,0,0,English,"Adventure, Indie","{'Adventure': 48, 'Indie': 36, 'Pixel Graphics': 32, 'Retro': 28, 'Singleplayer': 25, 'Difficult': 24, 'Puzzle': 19, 'Dungeon Crawler': 17, '2D': 6}",64000.0,24000000.0,2h,1.2h,"Apr 18, 2019",861,1,55,0.95,18,0.27,8,13.55,True
394690,Tower Unite,PixelTail Games,PixelTail Games,,12948,1532,0,"500,000 .. 1,000,000",2865,1007,1273,1017,19.99,1999,0,584,English,"Action, Adventure, Casual, Indie, Massively Multiplayer, Racing, Early Access","{'Mini Golf': 253, 'Multiplayer': 253, 'Casual': 247, 'Early Access': 221, 'Character Customization': 220, 'Massively Multiplayer': 218, 'Open World': 168, 'Funny': 164, 'Indie': 163, 'Sandbox': 150, 'Great Soundtrack': 130, 'Action': 118, 'Adventure': 117, 'Racing': 97, 'FPS': 93, 'Memes': 87, 'Zombies': 86, 'Third Person': 69, 'Simulation': 66, 'RPG': 43}",2400000.0,571000000.0,29.9h,1h,"Apr 8, 2016",1966,1,14480,0.89,26,0.33,8,13.7,True
627656,Blender Character Modeling For Beginners HD: Surface Anatomy of Leg Muscles - Part 1,,,,32,2,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,English,,"{'Animation & Modeling': 28, 'Design & Illustration': 27, 'Tutorial': 23}",4000.0,0.0,0h,0h,"Jun 19, 2017",1532,1,34,0.9411764705882353,NA,NA,NA,NA,True
487370,Akin,ThinkOfGames,Big Black Bear,,184,28,0,"20,000 .. 50,000",199,0,244,0,0.99,99,0,2,English,"Casual, Indie","{'Casual': 133, 'Indie': 91, 'Puzzle': 75, '2D': 51, 'Relaxing': 48, 'Singleplayer': 42, 'Minimalist': 38, 'Clicker': 36, 'Puzzle-Platformer': 34, 'Sokoban': 32, 'Family Friendly': 30, 'Logic': 28, 'Physics': 26, 'Trading': 24}",742000.0,23000000.0,4h,0.1h,"Jun 6, 2016",1907,1,212,0.87,5,0.76,9,2.26,True
638260,Myths of the World: Stolen Spring Collector's Edition,Eipix Entertainment,Big Fish Games,,2,2,0,"0 .. 20,000",0,0,0,0,9.99,999,0,0,English,"Adventure, Casual","{'Adventure': 21, 'Casual': 21, 'Hidden Object': 6}",3000.0,0.0,1h,0.5h,"May 31, 2017",1548,1,4,0.5,15,0.57,10,7.57,True
518830,Kikoriki: The Collection,,,,196,14,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,English,,"{'Story Rich': 342, 'Action': 220, 'Cartoon': 169, 'Family Friendly': 135, 'Episodic': 127, 'Great Soundtrack': 125, 'Parkour': 123, 'Choices Matter': 106, 'Sci-fi': 103, 'Massively Multiplayer': 65, 'Adventure': 58, 'Comedy': 54, 'RPG': 47, 'Rogue-like': 45, 'Indie': 45, 'Cute': 45, 'Sandbox': 40, 'Simulation': 39, 'Masterpiece': 35, 'Free to Play': 34}",2000.0,0.0,0h,0h,"Sep 22, 2016",1799,1,210,0.93,NA,NA,NA,NA,True
453790,Candice DeBébé's Incredibly Trick Lifestyle,Havishamone Games,Havishamone Games,,136,21,0,"0 .. 20,000",0,0,0,0,4.99,499,0,1,English,"Adventure, Indie, RPG","{'Adventure': 42, 'Psychological Horror': 42, 'RPG': 40, 'Indie': 39, 'Female Protagonist': 31, 'Great Soundtrack': 30, 'Memes': 21, 'Funny': 19, 'Story Rich': 15, 'Dating Sim': 11, 'Survival Horror': 7, 'Anime': 7, 'Illuminati': 7}",33000.0,3000000.0,2.5h,0.2h,"Mar 22, 2016",1983,1,157,0.87,26,0.53,9,3.69,True
698040,Legends of the Universe - Cosmic Bounty,LunarCore Games,LunarCore Games,,17,4,0,"0 .. 20,000",0,0,0,0,1.99,199,0,0,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Portuguese","Action, Indie","{'Action': 23, 'Indie': 21, 'Metroidvania': 13, 'Platformer': 12, 'Exploration': 11, '2D': 11, 'Singleplayer': 11}",50000.0,1000000.0,0.3h,0h,"Jan 16, 2018",1318,7,21,0.81,39,0.78,7,1.7,True
482920,Hero Zero,Playata GmbH,European Games Group AG,,2330,526,0,"200,000 .. 500,000",569,0,979,0,0.0,0,0,205,"English, French, Italian, German, Spanish - Spain, Czech, Polish, Portuguese, Portuguese - Brazil, Russian, Turkish, Greek","Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Strategy","{'Free to Play': 183, 'Casual': 87, 'RPG': 86, 'Adventure': 77, 'Massively Multiplayer': 72, 'Indie': 68, 'Strategy': 62, 'Superhero': 44, 'Multiplayer': 41, 'Funny': 36, 'Clicker': 10, 'Illuminati': 9}",537000.0,28000000.0,18.5h,0.5h,"Jul 5, 2016",1878,12,2856,0.82,0,0,0,0,True
809220,AlienSurvival,BeconGamesCorp,BeconGamesCorp,,2,10,0,"0 .. 20,000",0,0,0,0,5.99,599,0,0,English,"Action, Casual, Indie, Simulation","{'Action': 22, 'Indie': 22, 'Casual': 21, 'Simulation': 21, 'Violent': 21}",133000.0,3000000.0,1h,0.4h,"Mar 10, 2018",1268,1,12,0.16666666666666666,30,0.64,7,4.15,True
1403840,Gecata by Movavi 6 – Streaming and Game Recording Software,Movavi Software,Movavi Software,,16,21,0,"0 .. 20,000",0,0,0,0,10.49,2999,65,2,"English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish","Audio Production, Software Training, Utilities, Video Production, Web Publishing","{'Utilities': 33, 'Video Production': 32, 'Audio Production': 32, 'Web Publishing': 32, 'Software Training': 32, 'Design & Illustration': 12, 'Education': 12, 'Software': 12, 'Animation & Modeling': 11, 'Multiplayer': 11, 'Singleplayer': 11, 'Family Friendly': 11, 'Tutorial': 11, 'FMV': 11, 'Ambient': 11}",1000.0,0.0,15.1h,0.2h,"Oct 18, 2020",312,13,37,0.43,7,0.48,8,22.81,True
405670,Combat Core,MABManZ,MABManZ,,46,16,0,"0 .. 20,000",0,0,0,0,15.99,1599,0,0,English,"Action, Indie","{'Action': 33, 'Indie': 32, 'Fighting': 16, '4 Player Local': 14, 'Character Customization': 13, 'Local Multiplayer': 13, 'Multiplayer': 12, 'Competitive': 12, 'VR': 12, 'Anime': 8}",108000.0,2000000.0,10.8h,0h,"Jan 10, 2019",959,1,62,0.74,24,0.33,9,13.37,True
319140,Xeodrifter,Renegade Kid,Good Shepherd Entertainment,,534,176,0,"20,000 .. 50,000",17,0,17,0,9.99,999,0,1,English,"Action, Indie","{'Action': 33, 'Indie': 33, 'Metroidvania': 32, 'Platformer': 28, 'Pixel Graphics': 25, 'Retro': 25, 'Exploration': 17, '2D': 10, 'Short': 8, 'Singleplayer': 5}",496000.0,10000000.0,0.5h,0h,"Dec 11, 2014",2450,1,710,0.75,4,0.9,8,5.49,True
727170,Old School FOTD,Andrey Bely,Narko Games,,21,46,0,"0 .. 20,000",0,0,0,0,0.99,99,0,0,"English, Russian","Action, Adventure, Indie","{'Action': 36, 'Gore': 35, 'Adventure': 34, 'Violent': 34, 'Indie': 32, 'Horror': 16, 'Psychological Horror': 15, 'Survival': 14, 'Survival Horror': 14, 'Difficult': 14, 'Comedy': 13, 'Atmospheric': 13, 'Mature': 12}",359000.0,2000000.0,0.2h,0h,"Oct 26, 2017",1403,2,67,0.31343283582089554,41,0.49,8,0.76,True
516530,Chaos Of Hearts,Anime Hearts,Anime Hearts,,2,2,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,English,"Action, Adventure, Strategy, Early Access","{'Action': 31, 'Adventure': 31, 'Strategy': 30, 'Early Access': 22}",4000.0,0.0,0.9h,0h,"Sep 16, 2016",1808,1,4,0.5,1,0.1,6,4.74,True
1111760,World of Guns: VR,Noble Empire Corp.,Noble Empire Corp.,,22,34,0,"20,000 .. 50,000",0,0,0,0,0.0,0,0,0,"English, French, Italian, German, Spanish - Spain, Czech, Dutch, Japanese, Korean, Polish, Portuguese, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Ukrainian","Free to Play, Simulation","{'Free to Play': 44, 'Simulation': 43, 'VR': 6}",91000.0,5000000.0,0.2h,0.2h,"Dec 21, 2019",614,18,56,0.39,0,0,0,0,True
1393750,Ocean's Heart,Max Mraz,Nordcurrent,,414,77,0,"50,000 .. 100,000",400,0,708,0,14.99,1499,0,12,"English, French, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese, Japanese","Action, Adventure, Indie, RPG","{'Action RPG': 193, 'Action': 192, 'Action-Adventure': 183, 'Pixel Graphics': 178, 'Puzzle': 177, 'Exploration': 175, 'JRPG': 170, 'Female Protagonist': 165, 'RPG': 158, '2D': 156, 'Character Action Game': 155, 'Cute': 148, 'Isometric': 148, 'Top-Down': 140, 'Funny': 122, 'Story Rich': 115, 'Anime': 104, 'Family Friendly': 97, 'Colorful': 94, 'Fantasy': 93}",23000.0,12000000.0,2.4h,2h,"Jan 21, 2021",220,8,491,0.8431771894093686,5,0.29,5,13.01,True
771950,SUMETRICK,Paleno Games,Paleno Games,,286,65,0,"20,000 .. 50,000",0,0,0,0,0.99,99,0,1,"English, French, Italian, German, Spanish - Spain, Russian","Casual, Indie","{'Indie': 51, 'Casual': 51}",190000.0,22000000.0,15.4h,0.4h,"Jan 26, 2018",1311,6,351,0.8148148148148148,20,0.48,8,0.75,True
221830,The Book of Unwritten Tales: The Critter Chronicles,KING Art,THQ Nordic,,322,64,0,"100,000 .. 200,000",36,0,36,0,4.99,1999,75,2,"English, German","Adventure, Indie","{'Adventure': 67, 'Point & Click': 62, 'Fantasy': 40, 'Indie': 31, 'Comedy': 30, 'Singleplayer': 12, 'Funny': 8}",658000.0,4000000.0,1h,0h,"Dec 5, 2012",3189,2,386,0.8341968911917098,4,0.75,7,12.49,True
542680,Super Puzzle Sisters,Super Puzzle Studios,Super Puzzle Studios,,8,11,0,"0 .. 20,000",0,0,0,0,7.99,799,0,0,English,"Indie, Strategy","{'Indie': 31, 'Strategy': 20, 'Puzzle': 12, 'Arcade': 11, 'Local Co-Op': 11, 'Anime': 9}",41000.0,4000000.0,3.3h,0.3h,"Oct 17, 2016",1774,1,19,0.42,14,0.75,9,4.98,True
517500,Tactics: Bludgeons Blessing,Capt. McCay Soft,Capt. McCay Soft,,0,4,0,"0 .. 20,000",0,0,0,0,19.99,1999,0,0,English,"Action, Simulation, Strategy","{'Strategy': 32, 'Action': 32, 'Simulation': 31, 'War': 14, 'RTS': 13, 'Naval': 11, 'Submarine': 10}",3000.0,0.0,3.6h,0h,"Jul 4, 2017",1514,1,4,0.0,34,0.48,12,13.27,True
493670,Valkyrius Prime,Iridescent Games,Iridescent Games,,11,0,0,"0 .. 20,000",0,0,0,0,7.99,799,0,0,English,"Action, Indie","{'Action': 22, 'Indie': 21, ""Shoot 'Em Up"": 9, 'Bullet Hell': 5}",96000.0,1000000.0,0.1h,0h,"Aug 8, 2016",1847,1,11,1.0,12,0.57,10,5.73,True
609535,Comedy Dynamics: Coming to The Stage: Episode 6,,,,0,0,0,"0 .. 20,000",0,0,0,0,2.99,299,0,0,English,,[],0.0,0.0,0h,0h,"Mar 28, 2017",1615,1,0,0,0,0,0,2.99,True
627210,Dan Vs.: The Telemarketer,,,,2,0,0,"0 .. 20,000",0,0,0,0,2.99,299,0,0,English,,{'Episodic': 22},2000.0,0.0,0h,0h,"Dec 13, 2017",1355,1,2,1.0,0,0,0,2.99,True
857850,Dwarf Defense,Heavy Safe Studios,Heavy Safe Studios,,13,6,0,"0 .. 20,000",0,0,0,0,1.99,199,0,0,English,"Action, Adventure, Indie, Strategy, Early Access","{'Strategy': 31, 'Action': 31, 'Adventure': 31, 'Early Access': 31, 'Indie': 30, 'Tower Defense': 15}",102000.0,1000000.0,0.1h,0h,"May 28, 2018",1186,1,19,0.68,9,0.52,10,3.0,True
702270,DevWill,Paulo A. M. Villalva,Amaweks Games,,14,1,0,"0 .. 20,000",0,0,0,0,1.99,199,0,0,"English, Portuguese - Brazil",Action,"{'Action': 31, 'Retro': 13, 'Platformer': 12}",16000.0,0.0,0.1h,0h,"Oct 11, 2017",1415,2,15,0.93,15,0.36,8,1.26,True
326160,Shroud of the Avatar: Forsaken Virtues,Portalarium,Portalarium,,1446,1324,0,"200,000 .. 500,000",159,0,159,0,0.0,0,0,74,"English, Russian","Free to Play, Massively Multiplayer, RPG","{'RPG': 68, 'Massively Multiplayer': 52, 'MMORPG': 45, 'Free to Play': 44, 'Sandbox': 44, 'Fantasy': 41, 'Open World': 30, 'Singleplayer': 23, 'Crafting': 21, 'Early Access': 14, 'Kickstarter': 11, 'Deckbuilding': 11, 'Multiplayer': 10}",474000.0,22000000.0,19.7h,0.4h,"Mar 27, 2018",1248,2,2770,0.52,21,0.39,9,34.29,True
1607280,YUME 2 : Sleepless Night,YUME,Lovely Games,,465,482,0,"20,000 .. 50,000",96,0,96,0,3.99,399,0,30,"English, Simplified Chinese, Russian, Japanese, Traditional Chinese, Korean","Action, Adventure, Casual","{'Sexual Content': 233, 'Action': 218, 'Adventure': 209, 'Casual': 208, 'Action-Adventure': 178, 'Action RPG': 174, 'Platformer': 161, 'Puzzle': 157, '2D': 146, 'Exploration': 146, 'Cute': 136, 'Nudity': 131, 'Drama': 123, 'Cinematic': 119, 'Historical': 105, 'Old School': 89, 'Emotional': 87, 'Female Protagonist': 76, 'Investigation': 60, 'Story Rich': 51}",7000.0,3000000.0,4.3h,4.2h,"Jul 25, 2021",32,6,947,0.49,1,0.1,7,3.79,True
656190,THE HOUCHI PLAY -THE 放置プレイ-,KoheiGallery,KoheiGallery,,10,1,0,"0 .. 20,000",0,0,0,0,1.99,499,60,0,"English, Japanese","Action, Indie","{'Indie': 21, 'Action': 20, 'Anime': 5}",23000.0,1000000.0,4.4h,0.2h,"Jul 30, 2017",1491,2,11,0.9090909090909091,29,0.38,9,1.74,True
370540,Gary Grigsby's War in the East,2by3 Games,Slitherine Ltd.,,439,46,0,"20,000 .. 50,000",0,0,0,0,79.99,7999,0,42,"English, German","Simulation, Strategy","{'Strategy': 78, 'Simulation': 58, 'Wargame': 53, 'Grand Strategy': 51, 'World War II': 49, 'Turn-Based Strategy': 44, 'Turn-Based': 23, 'Multiplayer': 18, 'Singleplayer': 18, 'Replay Value': 17, 'Historical': 16, 'Strategy RPG': 10, 'Hex Grid': 7}",28000.0,3000000.0,16.4h,0.2h,"Jul 9, 2015",2240,2,485,0.91,27,0.6,8,55.93,True
205060,BIT.TRIP CORE,Gaijin Games,Gaijin Games,,80,57,0,"20,000 .. 50,000",0,0,0,0,9.99,999,0,0,English,"Action, Indie","{'Indie': 30, 'Action': 27, 'Rhythm': 19, 'Music': 12}",432000.0,9000000.0,1.9h,0h,"Oct 2, 2012",3253,1,137,0.583941605839416,10,0.59,11,7.2,True
698450,Midnight Quest,Sergey Romanko,Sergey Romanko,,39,4,0,"0 .. 20,000",0,0,0,0,3.99,399,0,0,"English, Russian, Simplified Chinese, Portuguese - Brazil, French, German, Italian, Norwegian, Dutch, Polish, Ukrainian, Spanish - Spain",Adventure,"{'Adventure': 21, 'Point & Click': 5}",13000.0,0.0,0.3h,0h,"May 17, 2018",1197,12,43,0.91,14,0.24,8,3.49,True
841600,Aura of Worlds,Cognitive Forge,Cognitive Forge,,73,4,0,"0 .. 20,000",0,0,0,0,9.99,999,0,0,English,"Action, Adventure, Indie, Early Access","{'Roguevania': 59, 'Action Roguelike': 57, 'Rogue-lite': 55, 'Indie': 54, 'Action': 52, 'Adventure': 49, 'Platformer': 48, 'Pixel Graphics': 35, '2D': 33, 'Procedural Generation': 31, 'Metroidvania': 28, 'Rogue-like': 27, 'Retro': 27, 'Difficult': 27, 'Singleplayer': 27, 'Replay Value': 27, 'Perma Death': 26, 'Early Access': 23, 'Side Scroller': 19, 'Souls-like': 17}",13000.0,1000000.0,0.4h,0.2h,"Apr 24, 2018",1223,1,77,0.948051948051948,10,0.1,8,9.61,True
635190,Puppy Doge VR,Chun Y.,Chun Y.,,4,5,0,"0 .. 20,000",0,0,0,0,0.99,99,0,0,English,"Casual, Indie, Simulation","{'Indie': 21, 'Casual': 21, 'Simulation': 21, 'VR': 9}",4000.0,0.0,0.5h,0h,"May 10, 2017",1569,1,9,0.44,1,0.1,13,0.96,True
631756,John Wick Chapter 2: Car Fu Ride-Along,,,,0,0,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,English,,[],12000.0,0.0,0h,0h,"May 23, 2017",1556,1,0,0,NA,NA,NA,NA,True
373330,All Is Dust,Mannequin Games LLC,Mannequin Games LLC,,562,723,0,"200,000 .. 500,000",8,0,9,0,0.0,0,0,1,English,"Adventure, Free to Play","{'Free to Play': 349, 'Horror': 275, 'First-Person': 139, 'Multiplayer': 139, 'Survival': 134, 'Adventure': 106, 'Singleplayer': 84, 'Walking Simulator': 79, 'Survival Horror': 78, 'Dark': 77, 'Open World': 71, 'Indie': 58, 'Action': 45, 'Zombies': 39, 'Short': 36, 'Co-op': 35, 'VR': 31, 'FPS': 22, 'Comedy': 12, 'Online Co-Op': 8}",796000.0,11000000.0,0.7h,0.1h,"Jun 26, 2015",2253,1,1285,0.44,0,0,0,0,True
1206620,Soul Axiom Rebooted,Wales Interactive,Wales Interactive,,13,7,0,"0 .. 20,000",0,0,0,0,5.99,1199,50,0,"English, French, German, Russian, Simplified Chinese, Ukrainian, Turkish","Adventure, Indie","{'Adventure': 77, 'Indie': 76, 'VR': 14, 'Puzzle': 12, 'Story Rich': 11, 'Sci-fi': 11, 'Cyberpunk': 11, 'Mystery': 11}",11000.0,1000000.0,0.2h,0.2h,"Feb 27, 2020",546,7,20,0.65,9,0.29,12,10.12,True
531910,Bad Sector HDD,Dan Ruscoe,Dan Ruscoe,,43,4,0,"0 .. 20,000",0,0,0,0,0.99,99,0,0,English,"Casual, Indie","{'Indie': 36, 'Casual': 32}",168000.0,16000000.0,2.8h,0.4h,"Oct 14, 2016",1777,1,47,0.91,8,0.46,11,0.78,True
844260,Rustler,Jutsu Games,"Games Operators, Modus Games",,349,90,0,"20,000 .. 50,000",72,72,72,72,24.99,2499,0,82,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Russian, Portuguese - Brazil, Korean, Simplified Chinese, Traditional Chinese","Action, Adventure, Indie, Racing, RPG","{'Crime': 411, 'Funny': 398, 'Open World': 395, 'Top-Down Shooter': 374, 'Medieval': 357, 'Indie': 339, 'Sandbox': 325, 'Top-Down': 324, 'Adventure': 318, 'Horses': 314, 'Action': 313, 'Combat Racing': 310, 'RPG': 301, 'Story Rich': 299, 'Singleplayer': 295, 'Atmospheric': 283, 'Soundtrack': 278, 'Shooter': 274, 'Mature': 268, 'Swordplay': 258}",39000.0,19000000.0,1h,0.8h,"Aug 31, 2021",-5,12,439,0.79,7,0.25,8,21.83,True
948320,Dragon Simulator Multiplayer,Freeze Nova,Freeze Nova,,77,23,0,"0 .. 20,000",0,0,0,0,0.99,99,0,0,"English, Simplified Chinese, Russian","Action, Indie, Simulation","{'Dragons': 233, 'Action-Adventure': 226, 'Simulation': 224, 'Action': 218, 'Adventure': 212, 'PvP': 203, 'PvE': 199, '3D Fighter': 197, 'Mystery Dungeon': 191, 'Character Action Game': 184, 'Souls-like': 175, 'Survival': 166, 'War': 163, 'Battle Royale': 157, '3D': 153, 'Third Person': 150, 'Post-apocalyptic': 147, 'Cartoony': 144, 'Fantasy': 135, 'Zombies': 121}",0.0,0.0,0h,0h,"Nov 5, 2018",1025,3,100,0.77,23,0.51,8,0.75,True
576230,Home Tech VR,360 Evolve VR Pty Ltd,360 Evolve VR Pty Ltd,,0,0,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,English,"Casual, Indie, Simulation, Strategy, Early Access",[],0.0,0.0,0.1h,0.1h,"Jan 19, 2017",1680,1,0,0,0,0,0,9.99,True
456810,Zombillie,Forever Entertainment S. A.,Forever Entertainment S. A.,,156,66,0,"50,000 .. 100,000",174,0,262,0,4.99,499,0,0,English,"Action, Casual, Indie","{'Indie': 26, 'Action': 25, 'Casual': 25, 'Puzzle': 10, 'Zombies': 9}",1300000.0,43000000.0,2.6h,0.1h,"Apr 29, 2016",1945,1,222,0.7,15,0.9,9,2.66,True
676760,Noise,Talentplace,KishMish Games,,133,88,0,"20,000 .. 50,000",0,0,0,0,0.5,299,83,0,"English, Russian","Adventure, Indie","{'Adventure': 36, 'Indie': 35, 'Horror': 29, 'VR': 16, 'Early Access': 15, 'Atmospheric': 14, 'Mystery': 14, 'First-Person': 13, 'Cold War': 13, 'Puzzle': 12, 'Surreal': 12, 'Comedy': 12, 'Psychological Horror': 12, 'Action': 12, 'Zombies': 11, 'Classic': 11, 'Mature': 11, 'Modern': 11, 'Management': 11, 'Documentary': 11}",0.0,0.0,0h,0h,"Oct 13, 2019",683,2,221,0.6,36,0.82,10,1.76,True
391340,Ferrum's Secrets: Where Is Grandpa?,EJRGames,EJRGames,,44,65,0,"0 .. 20,000",147,0,215,0,4.99,499,0,0,English,"Adventure, Casual, Indie","{'Adventure': 33, 'Casual': 24, 'Indie': 23, 'Hidden Object': 18}",639000.0,12000000.0,3.4h,0.1h,"Aug 14, 2015",2204,1,109,0.4,45,0.74,7,3.3,True
552060,EscapeVR: The Basement,"Five Mind Creations, Sourcenity",Five Mind Creations,,69,14,0,"0 .. 20,000",0,0,0,0,8.99,899,0,0,"English, German, Russian, Simplified Chinese, Traditional Chinese","Adventure, Indie","{'Adventure': 41, 'Indie': 40, 'Puzzle': 14, 'Strategy': 11, 'Exploration': 11, 'Family Friendly': 11, 'VR': 11, 'Casual': 10, 'Immersive': 10, 'Atmospheric': 10, 'Beautiful': 10, 'Logic': 10, 'Investigation': 10, 'Escape Room': 10, 'Hidden Object': 9, 'VR Only': 1}",17000.0,4000000.0,0.9h,0.2h,"Nov 7, 2016",1753,5,83,0.83,31,0.28,8,7.85,True
454540,LuckCatchers,DiP Online,DiP Online,,432,364,0,"200,000 .. 500,000",4,0,5,0,0.0,0,0,8,"English, Russian, Spanish - Spain, French, Italian, German, Portuguese - Brazil, Simplified Chinese","Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy","{'Free to Play': 108, 'Massively Multiplayer': 61, 'RPG': 60, 'Strategy': 56, 'Simulation': 49, 'Open World': 47, 'Sandbox': 36, 'Steampunk': 27, 'Early Access': 25, 'Indie': 22, 'Action': 13, 'Multiplayer': 10, 'Economy': 5}",378000.0,4000000.0,1.1h,0h,"Nov 15, 2016",1745,8,796,0.54,0,0,0,0,True
476530,Children of a Dead Earth,"Q Switched Productions, LLC","Q Switched Productions, LLC",,480,46,0,"20,000 .. 50,000",0,0,0,0,19.99,1999,0,11,English,"Simulation, Strategy","{'Simulation': 38, 'Strategy': 37, 'Space': 29, 'Realistic': 24, 'Sci-fi': 20, 'Science': 18, 'Singleplayer': 11, 'Difficult': 6, 'Space Sim': 6, 'Indie': 5}",67000.0,13000000.0,5.9h,0.3h,"Sep 23, 2016",1798,1,526,0.91,16,0.72,10,16.03,True
837900,Bitcoin Trader,Zloy Krot Studio,Zloy Krot Studio,,23,37,0,"0 .. 20,000",0,0,0,0,0.5,299,83,0,English,"Casual, Indie, Simulation","{'Casual': 22, 'Simulation': 21, 'Indie': 20}",273000.0,9000000.0,1.4h,0.2h,"May 3, 2018",1211,1,60,0.38,38,0.82,12,1.85,True
2700,RollerCoaster Tycoon 3: Platinum,"Frontier, Aspyr (Mac)","Frontier, Aspyr (Mac)",,4296,433,0,"1,000,000 .. 2,000,000",512,560,143,560,0.0,0,0,112,"English, French, Italian, German, Spanish - Spain, Danish, Dutch, Finnish, Norwegian, Swedish","Simulation, Strategy","{'Simulation': 305, 'Management': 269, 'Sandbox': 208, 'Building': 197, 'Strategy': 142, 'Singleplayer': 119, 'Economy': 87, 'Classic': 81, 'Real-Time with Pause': 71, 'Family Friendly': 54, 'Funny': 51, 'Moddable': 40, 'Multiplayer': 33, 'City Builder': 32, 'Great Soundtrack': 24, 'Comedy': 24, 'Open World': 24, 'Casual': 22, 'Free to Play': 17, 'Adventure': 10}",1100000.0,58000000.0,8.5h,0.1h,"Mar 12, 2008",4915,10,4729,0.91,2,0.75,8,12.49,True
536102,Double Fine Adventure: Ep18 Bonus - Shay Game Awards Interstital,,,,23,3,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,English,,"{'Documentary': 53, 'Indie': 32, 'Game Development': 30, 'Episodic': 28, 'Gaming': 28}",241000.0,1000000.0,0.1h,0.1h,"Nov 17, 2016",1743,1,26,0.88,NA,NA,NA,NA,True
517230,Spinning Maze,"Beijing Xinrun Technology Co.,Ltd","Beijing Xinrun Technology Co.,Ltd",,14,2,0,"0 .. 20,000",0,0,0,0,9.99,999,0,0,"English, Simplified Chinese",Casual,"{'Casual': 22, 'Puzzle': 5}",257000.0,1000000.0,0.1h,0h,"Oct 17, 2016",1774,2,16,0.88,4,0.24,7,8.11,True
603120,Happy Campers,Razzart Visual,Razzart Visual,97,28,31,46,"0 .. 20,000",0,0,0,0,9.99,999,0,0,English,Casual,"{'Sexual Content': 47, 'Nudity': 31, 'Casual': 22, 'Anime': 19, 'Visual Novel': 18, 'Comedy': 11, 'NSFW': 11}",33000.0,6000000.0,2.1h,0.6h,"Apr 10, 2017",1599,1,59,0.47,30,0.58,8,7.09,True
716100,Bohnanza The Duel,DIGIDICED,DIGIDICED,,8,6,0,"0 .. 20,000",0,0,0,0,3.99,399,0,0,"English, French, German, Spanish - Spain, Simplified Chinese, Japanese, Korean, Russian","Casual, Strategy","{'Strategy': 31, 'Casual': 31, 'Board Game': 7, 'Card Game': 6}",6000.0,0.0,0.2h,0.2h,"Dec 27, 2017",1341,8,14,0.5714285714285714,15,0.37,8,3.26,True
888790,Sabbat of the Witch,Yuzusoft,NekoNyan Ltd.,,1555,30,0,"20,000 .. 50,000",1197,0,1305,0,29.99,2999,0,29,"English, Japanese","Adventure, Casual, Simulation","{'Visual Novel': 88, 'Anime': 54, 'Casual': 42, 'Adventure': 39, 'Cute': 36, 'Romance': 27, 'Dating Sim': 23, 'Simulation': 20, 'Hentai': 20, 'Story Rich': 18, 'Mature': 18}",62000.0,19000000.0,177h,6h,"Oct 26, 2018",1035,2,1585,0.98,17,0.35,8,24.63,True
725540,Morps,Random developers,Random developers,,3,0,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,"English, Czech",Strategy,{'Strategy': 23},134000.0,1000000.0,0h,0h,"Nov 21, 2017",1377,2,3,1.0,13,0.82,9,3.08,True
