appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,languages,genre,tags,estimated players,estimated active players,average total playtime,average recent playtime,release_date,days_from_release,languages_supports,review_num,positive_rate,cut_time,average_cut,duration,average_price,fix
1545340,Asian Mahjong,Creobit,8floor,,3,0,0,"0 .. 20,000",0,0,0,0,0.49,499,90,0,"English, French, German, Russian",Casual,"{'Casual': 55, 'Puzzle': 30, 'Singleplayer': 27, 'Adventure': 12, 'Indie': 11}",8000.0,0.0,0h,0h,"Mar 15, 2021",164,4,3,1.0,5,0.8,6,2.77,True
269630,A Mass of Dead,Dev Arc,Dev Arc,,21,23,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,"English, Korean, Russian, Ukrainian","Action, Indie","{'Indie': 35, 'Action': 33, 'Zombies': 18, 'Shooter': 16, 'Top-Down': 13, 'Top-Down Shooter': 12}",74000.0,9000000.0,2.9h,0.5h,"Jul 15, 2015",2234,4,44,0.48,39,0.73,8,4.25,True
418290,Professor Teaches QuickBooks 2016,Individual Software,Individual Software,,1,1,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,English,Software Training,{'Software Training': 21},2000.0,0.0,35.3h,0h,"Nov 30, 2015",2099,1,2,0.5,21,0.33,8,12.49,True
774501,VR Soccer '96,Gremlin Interactive Ltd.,Interplay,,2,0,0,"0 .. 20,000",0,0,0,0,9.99,999,0,0,English,Sports,"{'Sports': 32, 'Soccer': 14, 'Simulation': 11, 'Arcade': 10, 'Local Multiplayer': 10}",6000.0,0.0,0.1h,0h,"Jan 19, 2018",1315,1,2,1.0,16,0.51,9,7.44,True
1459960,Glitchpunk,Dark Lord,Daedalic Entertainment,,68,38,0,"0 .. 20,000",0,0,0,0,19.99,1999,0,3,"English, French, German, Korean, Russian, Simplified Chinese, Traditional Chinese","Action, Indie, Early Access","{'Early Access': 132, 'Cyberpunk': 120, 'Action': 117, 'Top-Down Shooter': 114, 'Hacking': 99, 'Automobile Sim': 97, 'Open World': 94, 'Shooter': 90, 'Romance': 88, 'Crime': 86, 'Dark': 84, 'Top-Down': 84, 'Dark Humor': 81, 'Dystopian ': 77, 'Destruction': 77, 'Combat': 73, 'Futuristic': 73, 'Old School': 68, 'Transhumanism': 68, 'Noir': 68}",10000.0,7000000.0,1.5h,1.5h,"Aug 11, 2021",15,7,106,0.64,1,0.2,7,17.99,True
705230,InGame.exe,Blind Recluse,Blind Recluse,,1,5,0,"0 .. 20,000",0,0,0,0,1.99,199,0,0,"English, Russian","Action, Indie","{'Action': 32, 'Indie': 31, 'Sexual Content': 21}",9000.0,0.0,0.1h,0h,"Sep 25, 2017",1431,2,6,0.17,10,0.53,8,1.65,True
1126290,Lost,DSGame,DSGame,,5476,1238,0,"200,000 .. 500,000",284,4,137,4,1.99,199,0,27,"English, Simplified Chinese, Japanese, Traditional Chinese","Action, Adventure, Casual, Indie, RPG, Strategy","{'Sexual Content': 368, 'Nudity': 299, 'Mature': 235, 'Casual': 180, 'FPS': 164, 'Puzzle': 161, 'Indie': 153, 'Adventure': 137, 'Action': 127, 'RPG': 127, 'Strategy': 123, 'Anime': 92, 'Hentai': 76, 'NSFW': 55, 'Visual Novel': 46, 'Singleplayer': 40, 'Driving': 20, 'Shooter': 13}",199000.0,69000000.0,2.9h,1.1h,"Sep 30, 2019",696,4,6714,0.82,14,0.2,8,1.79,True
292280,Spy Fox In: Cheese Chase,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios",,27,15,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,English,"Adventure, Casual","{'Casual': 62, 'Adventure': 60, 'Family Friendly': 31, 'Point & Click': 28, 'Arcade': 5}",427000.0,3000000.0,0.3h,0.1h,"May 29, 2014",2646,1,42,0.64,9,0.6,8,3.49,True
431840,3DRPG,Doomster Entertainment,Doomster Entertainment,,116,67,0,"100,000 .. 200,000",166,0,270,0,4.99,499,0,1,English,"Adventure, Indie, RPG","{'RPG': 204, 'Procedural Generation': 198, 'Rogue-like': 193, 'Voxel': 192, 'Crafting': 189, 'Party-Based RPG': 182, 'Retro': 179, 'Character Customization': 176, 'Open World': 172, 'Sandbox': 169, 'Rogue-lite': 165, 'JRPG': 156, 'Dungeon Crawler': 154, 'Mystery Dungeon': 152, 'Turn-Based Tactics': 145, 'Pixel Graphics': 138, 'Fantasy': 127, 'Turn-Based Combat': 125, 'Parody ': 123, 'Indie': 110}",491000.0,28000000.0,7.5h,0.3h,"Jan 12, 2016",2053,1,183,0.63,43,0.72,8,3.65,True
363430,D Series OFF ROAD Driving Simulation,devotid,devotid Media,,24,40,0,"0 .. 20,000",0,0,0,0,7.99,799,0,1,English,"Action, Casual, Indie, Racing, Simulation, Sports","{'Racing': 38, 'Automobile Sim': 37, 'Simulation': 36, 'Indie': 35, 'Action': 20, 'Casual': 20, 'Sports': 20, 'Driving': 16, 'Offroad': 16, 'Level Editor': 14, 'Sandbox': 12}",30000.0,2000000.0,4.2h,0.1h,"May 19, 2015",2294,1,64,0.375,32,0.49,9,8.64,True
1103800,World War Zero,Rebellion,Rebellion,,46,7,0,"0 .. 20,000",0,0,0,0,4.99,499,0,2,English,Action,"{'Action': 53, 'Violent': 23, 'Gore': 22, 'Alternate History': 16, 'First-Person': 15, 'Singleplayer': 14, 'Futuristic': 13, 'FPS': 8, 'Classic': 7}",14000.0,6000000.0,1.5h,1h,"Dec 3, 2019",632,1,53,0.87,7,0.52,9,3.69,True
435140,Rush for gold: Alaska,Rainbow Games,Rainbow Games,,36,12,0,"20,000 .. 50,000",260,0,255,0,3.99,399,0,0,English,"Casual, Strategy","{'Strategy': 33, 'Casual': 23, 'Time Management': 5}",418000.0,9000000.0,2.5h,0.1h,"Jan 14, 2016",2051,1,48,0.75,22,0.41,8,3.17,True
647910,Amaranthine Voyage: The Living Mountain Collector's Edition,Eipix Entertainment,Big Fish Games,,5,1,0,"0 .. 20,000",0,0,0,0,9.99,999,0,0,English,"Adventure, Casual","{'Adventure': 21, 'Casual': 21, 'Hidden Object': 6}",3000.0,0.0,2.1h,0.6h,"Jun 16, 2017",1532,1,6,0.83,15,0.57,10,7.57,True
803150,Nephise: Ascension,Tonguç Bodur,Tonguç Bodur,,71,14,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,"English, German, Turkish, Italian","Adventure, Casual","{'Adventure': 181, 'Casual': 175, 'Walking Simulator': 171, 'First-Person': 168, 'Singleplayer': 162, 'Platformer': 155, 'Narration': 154, 'Female Protagonist': 153, 'Puzzle': 148, 'Exploration': 147, 'Atmospheric': 145, 'Indie': 141, 'Mystery': 139, 'Relaxing': 134, 'Short': 133, 'Experience': 130, 'Hidden Object': 119, '3D Platformer': 118, '3D': 116, 'Beautiful': 105}",43000.0,9000000.0,0.9h,0.5h,"Feb 27, 2018",1279,4,85,0.8352941176470589,32,0.44,11,3.89,True
703030,NewTypes,Masahiro Suzuki,Masahiro Suzuki,,8,2,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,"English, Japanese","Simulation, Early Access","{'Early Access': 21, 'Simulation': 21}",96000.0,3000000.0,1.4h,0.2h,"Feb 19, 2018",1284,2,10,0.8,0,0,0,0,True
647990,Batter Up! VR,Polygon Dust Entertainment Ltd.,Polygon Dust Entertainment Ltd.,,20,2,0,"0 .. 20,000",0,0,0,0,9.99,999,0,0,English,"Casual, Simulation","{'Casual': 32, 'Simulation': 31, 'VR': 13, 'Funny': 11}",6000.0,1000000.0,0.5h,0.1h,"Jul 17, 2017",1501,1,22,0.91,17,0.37,9,8.37,True
399070,Dragon's Wake,Brainbox Software,Brainbox Software,,345,48,0,"0 .. 20,000",0,0,0,0,3.99,399,0,0,English,"Action, Adventure, Indie","{'Adventure': 38, 'Indie': 37, 'Dragons': 37, 'Action': 36, 'Platformer': 23, '2D': 21, 'Story Rich': 16, 'Pixel Graphics': 15}",350000.0,7000000.0,3.5h,0.1h,"Dec 10, 2015",2086,1,393,0.88,12,0.22,7,3.57,True
690440,Korvae in space,David J Ozsvath,David J Ozsvath,,2,0,0,"0 .. 20,000",0,0,0,0,0.99,99,0,0,English,"Action, Indie","{'Action': 21, 'Indie': 21, 'Puzzle-Platformer': 11}",2000.0,0.0,0h,0h,"Aug 25, 2017",1462,1,2,1.0,1,0.5,6,3.37,True
340680,Bunny Bash,DarkArts Studios,DarkArts Studios,,9,4,0,"0 .. 20,000",0,0,0,0,0.89,599,85,0,"English, German, Dutch, Finnish","Action, Casual, Indie, Early Access","{'Action': 25, 'Indie': 25, 'Early Access': 24, 'Casual': 24, 'Gore': 14, 'Blood': 14, 'Multiplayer': 13, 'Funny': 13, 'Platformer': 12}",30000.0,0.0,0.2h,0h,"Apr 28, 2016",1949,4,13,0.6923076923076923,19,0.45,8,11.54,True
603630,Rubber Ball VR,Viraug,Viraug,,25,6,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,English,"Casual, Simulation, Sports, Early Access","{'Casual': 21, 'Simulation': 21, 'Sports': 21, 'Early Access': 20, 'VR': 9}",139000.0,4000000.0,2h,0.4h,"Mar 9, 2017",1631,1,31,0.81,0,0,0,0,True
1290270,Vampire: The Masquerade — Night Road,Choice of Games,Choice of Games,,327,38,0,"20,000 .. 50,000",1722,0,1722,0,9.99,999,0,18,English,"Adventure, Casual, Indie, RPG","{'Choose Your Own Adventure': 162, 'Vampire': 154, 'Text-Based': 154, 'Interactive Fiction': 151, 'Choices Matter': 147, 'Character Customization': 134, 'RPG': 132, 'Story Rich': 131, 'Horror': 129, 'Casual': 123, 'Adventure': 121, 'Supernatural': 117, 'Singleplayer': 113, 'Indie': 107}",17000.0,6000000.0,2.4h,1.9h,"Sep 24, 2020",339,1,365,0.8958904109589041,7,0.23,7,8.85,True
406130,DarkMaus,Daniel Wright,Daniel Wright,,328,76,0,"20,000 .. 50,000",0,0,0,0,9.99,999,0,1,English,"Action, Indie, RPG","{'Souls-like': 137, 'Indie': 32, 'Action': 31, 'RPG': 26, 'Difficult': 23, 'Dark Fantasy': 21, 'Top-Down': 14, '2D': 5}",67000.0,3000000.0,1.7h,0h,"Jan 26, 2016",2039,1,404,0.81,30,0.53,8,7.41,True
627638,Hundred: Dragon Type,,,,6,0,0,"0 .. 20,000",0,0,0,0,1.99,199,0,0,"English, Japanese",,"{'Anime': 26, 'Episodic': 22}",1000.0,0.0,0.1h,0h,"Jun 21, 2017",1530,2,6,1.0,1,0.3,14,1.79,True
483950,SMILE GAME BUILDER,SmileBoom Co.Ltd.,SmileBoom Co.Ltd.,,202,26,0,"0 .. 20,000",0,0,0,0,69.99,6999,0,11,"English, Japanese","Design & Illustration, Web Publishing, Game Development","{'Game Development': 54, 'Design & Illustration': 24, 'Web Publishing': 24}",25000.0,3000000.0,24.9h,0.6h,"Sep 7, 2016",1814,2,228,0.89,24,0.65,8,48.89,True
262150,Vanguard Princess,Tomoaki Sugeno,eigoMANGA,,2016,831,0,"200,000 .. 500,000",288,0,389,0,4.99,499,0,1,English,"Action, Casual, Indie","{'Anime': 393, 'Fighting': 324, '2D Fighter': 210, 'Indie': 170, 'Female Protagonist': 167, 'Action': 149, 'Nudity': 119, 'Casual': 118, '2D': 99, 'Mature': 86, 'Cute': 81, 'Arcade': 70, 'Sexual Content': 66, 'Singleplayer': 66, ""Beat 'em up"": 58, 'Local Multiplayer': 56, 'Local Co-Op': 50, 'Multiplayer': 42, 'Great Soundtrack': 40, 'Cartoon': 30}",2400000.0,72000000.0,3.4h,0.1h,"Mar 3, 2014",2733,1,2847,0.71,19,0.56,7,3.56,True
1285020,Flipon,"Damien Mayance, Pixelnest Studio",PID Games,,47,1,0,"0 .. 20,000",0,0,0,0,3.99,399,0,0,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Korean, Japanese, Portuguese - Brazil","Casual, Indie","{'Indie': 31, 'Casual': 21, 'Puzzle': 13, 'Match 3': 13, '4 Player Local': 12, 'Great Soundtrack': 11}",8000.0,3000000.0,0.9h,0.8h,"Oct 8, 2020",322,9,48,0.98,2,0.28,9,3.44,True
280140,Millennium - A New Hope,Aldorlea Games,Aldorlea Games,,270,95,0,"100,000 .. 200,000",203,0,276,0,5.99,599,0,2,English,"Adventure, Casual, Indie, RPG","{'RPG': 145, 'Indie': 84, 'RPGMaker': 61, 'Female Protagonist': 57, 'Adventure': 50, 'Casual': 49, 'Exploration': 46, 'JRPG': 36, 'Replay Value': 35, 'Story Rich': 34, 'Episodic': 34, 'Great Soundtrack': 26, '2D': 25, 'Anime': 25, 'Fantasy': 23, 'Turn-Based': 22, 'Singleplayer': 22, 'Pixel Graphics': 17, 'Strategy': 17, 'Funny': 15}",1500000.0,49000000.0,3h,0.1h,"Apr 25, 2014",2680,1,365,0.74,13,0.79,7,3.59,True
242780,Cognition: An Erica Reed Thriller,Phoenix Online Studios,Phoenix Online Publishing,,597,123,0,"200,000 .. 500,000",374,0,582,0,14.99,1499,0,1,"English, Italian, German","Adventure, Indie","{'Point & Click': 188, 'Adventure': 182, 'Female Protagonist': 179, 'Mystery': 174, 'Story Rich': 170, 'Detective': 165, 'Episodic': 158, 'Indie': 152, 'Supernatural': 150, 'Thriller': 141, 'Crime': 141, 'Kickstarter': 133, 'Great Soundtrack': 127, 'Comic Book': 122, 'Horror': 110, 'Puzzle': 102, 'Singleplayer': 100, 'Touch-Friendly': 95, 'Conspiracy': 90, '2.5D': 79}",1500000.0,46000000.0,5.4h,0.2h,"Sep 19, 2013",2901,3,720,0.8291666666666667,23,0.69,8,9.85,True
366090,Colony Survival,Pipliz,Pipliz,,4751,469,0,"200,000 .. 500,000",1278,0,962,0,19.99,1999,0,201,English,"Action, Adventure, Indie, Strategy, Early Access","{'Colony Sim': 361, 'Survival': 315, 'Base-Building': 298, 'Building': 261, 'Multiplayer': 243, 'Strategy': 229, 'Sandbox': 220, 'Open World': 194, 'Early Access': 168, 'Adventure': 158, 'City Builder': 151, 'Crafting': 148, 'Zombies': 140, 'Management': 126, 'Action': 111, 'Co-op': 109, 'Indie': 108, 'Singleplayer': 94, 'Voxel': 91, 'RTS': 62}",284000.0,86000000.0,16.8h,1.5h,"Jun 16, 2017",1535,1,5220,0.9101532567049808,7,0.23,9,17.7,True
578050,Siege And Destroy,Makketron LLC,Makketron LLC,,0,0,0,"0 .. 20,000",0,0,0,0,0.99,99,0,0,English,"Action, Casual, Indie, Early Access",[],3000.0,0.0,0h,0h,"Jan 23, 2017",1676,1,0,0,1,0.3,6,3.16,True
297290,Detective Case and Clown Bot in: Murder in the Hotel Lisbon,Nerd Monkeys,Nerd Monkeys,,188,48,0,"20,000 .. 50,000",302,0,332,0,5.99,599,0,0,"English, Portuguese","Adventure, Casual, Indie","{'Adventure': 41, 'Indie': 38, 'Point & Click': 25, 'Casual': 23, 'Pixel Graphics': 20, 'Detective': 15, 'Singleplayer': 10, 'Retro': 9, '2D': 8, 'Comedy': 6, 'Funny': 5}",742000.0,26000000.0,2.5h,0.1h,"Jul 17, 2014",2597,2,236,0.8,22,0.55,9,5.07,True
866280,Emergency Robot Simulator,One Tap Games,One Tap Games,,1,13,0,"0 .. 20,000",0,0,0,0,3.99,399,0,0,"English, Russian, German, Simplified Chinese, Portuguese","Action, Indie","{'Action': 44, 'Indie': 44, 'Simulation': 25, 'War': 22, 'Survival': 21, 'Realistic': 21, 'Tactical': 19}",84000.0,1000000.0,0.4h,0.2h,"Jun 10, 2018",1173,5,14,0.07,12,0.6,9,3.7,True
586170,Mad Dojo,phime studio LLC,phime studio LLC,,28,13,0,"0 .. 20,000",245,0,285,0,3.99,399,0,0,English,"Action, Indie","{'Indie': 98, 'Action': 44, 'Ninja': 24, 'Difficult': 23, 'Platformer': 15, 'Pixel Graphics': 13, 'Early Access': 12, 'Sports': 11, 'Singleplayer': 11, 'Retro': 10}",436000.0,11000000.0,2.9h,0.1h,"Jun 15, 2018",1171,1,41,0.6829268292682927,21,0.37,8,3.88,True
797040,Reboant - Endless Dawn,"Darklord Ltd., China","Darklord Ltd., China",,14,18,0,"0 .. 20,000",0,0,0,0,1.99,199,0,0,"English, Simplified Chinese","Action, Adventure, RPG, Early Access","{'Action': 32, 'Adventure': 32, 'RPG': 31, 'Early Access': 22, 'VR': 8}",6000.0,0.0,0.1h,0h,"Apr 13, 2018",1231,2,32,0.44,2,0.55,9,11.32,True
854770,WTF,Racing Bros,ANPA.US,,88,77,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,English,"Action, Indie","{'Gore': 25, 'Action': 24, 'Violent': 24, 'Indie': 23, 'FPS': 6, 'Memes': 6}",0.0,0.0,0h,0h,"Aug 11, 2019",746,1,165,0.53,13,0.9,8,3.11,True
543000,Nerve: WATCHER MODE: Creating Nerve,,,,0,0,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,English,,[],1000.0,0.0,0h,0h,"Oct 18, 2016",1773,1,0,0,NA,NA,NA,NA,True
595650,Fatal Passion: Art Prison Collector's Edition,Orneon,Big Fish Games,,2,0,0,"0 .. 20,000",0,0,0,0,9.99,999,0,0,English,"Adventure, Casual","{'Casual': 22, 'Adventure': 21, 'Hidden Object': 5}",3000.0,0.0,1.4h,0.7h,"Feb 27, 2017",1641,1,2,1.0,19,0.55,10,7.24,True
552610,Ninja Smasher!,Q-Cumber Factory,Q-Cumber Factory,,19,3,0,"0 .. 20,000",0,0,0,0,4.99,499,0,0,"English, Japanese","Action, Adventure, Indie","{'Action': 25, 'Adventure': 23, 'Indie': 23, 'Metroidvania': 17, 'Pixel Graphics': 16}",14000.0,3000000.0,2.1h,0.8h,"Nov 24, 2016",1736,2,22,0.86,27,0.57,8,3.57,True
1222370,Necromunda: Hired Gun,Streum On Studio,Focus Home Interactive,,2470,999,0,"50,000 .. 100,000",223,0,357,0,39.99,3999,0,52,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Traditional Chinese","Action, Adventure","{'Action': 106, 'Adventure': 87, 'Warhammer 40K': 79, 'Shooter': 78, 'First-Person': 69, 'Gore': 69, 'FPS': 66, 'Violent': 65, 'Singleplayer': 64, 'Action-Adventure': 60, 'Combat': 48, 'Games Workshop': 45, 'Dog': 29, 'Nudity': 11, 'Open World': 6, 'Multiplayer': 6, 'Female Protagonist': 5}",95000.0,76000000.0,9h,4.3h,"May 31, 2021",87,9,3469,0.71,0,0,0,39.99,True
851530,Mini-Dead,Alec Smith,Milo Games,,691,36,0,"100,000 .. 200,000",53,0,55,0,0.0,0,0,0,English,"Action, Free to Play, Indie","{'Free to Play': 45, 'Indie': 40, 'Action': 34, 'Difficult': 22, 'Top-Down Shooter': 16, 'Great Soundtrack': 13, '2D': 7}",174000.0,13000000.0,0.6h,0.1h,"May 4, 2018",1210,1,727,0.95,0,0,0,0,True
559330,A Fisherman's Tale,InnerspaceVR,Vertigo Games,,677,44,0,"50,000 .. 100,000",166,0,192,0,14.99,1499,0,4,"English, French, German, Simplified Chinese, Spanish - Latin America, Korean","Adventure, Indie","{'VR': 129, 'Puzzle': 127, 'Adventure': 125, 'Physics': 123, 'Strategy': 118, 'Point & Click': 111, 'Fantasy': 110, 'Surreal': 108, 'Psychological': 101, 'Dark Humor': 95, 'Narration': 86, 'Indie': 74, 'Singleplayer': 59, 'Stylized': 50, 'Story Rich': 45, 'Psychological Horror': 43, 'Relaxing': 37, 'Multiplayer': 30, 'Short': 28, 'VR Only': 1}",137000.0,19000000.0,0.7h,0.2h,"Jan 22, 2019",947,6,721,0.94,13,0.35,8,12.43,True
1322310,Guilty Hell: White Goddess and the City of Zombies,KAIRI SOFT,KAIRI SOFT,,0,0,0,"0 .. 20,000",0,0,0,0,29.99,2999,0,2,"English, Simplified Chinese, Traditional Chinese, Japanese",Action,[],4000.0,1000000.0,1.5h,0.1h,"Sep 30, 2020",330,4,0,0,4,0.19,9,27.18,True
445670,The Stargazers,Lupiesoft,MangaGamer,,7,7,0,"0 .. 20,000",0,0,0,0,12.99,1299,0,0,English,"Adventure, Casual, Indie","{'Adventure': 37, 'Visual Novel': 36, 'Indie': 35, 'Casual': 24, 'Anime': 23, 'Female Protagonist': 21, 'Sexual Content': 19, 'Sci-fi': 14, 'Romance': 13, 'Nudity': 7}",25000.0,0.0,0.2h,0h,"Nov 4, 2016",1756,1,14,0.5,17,0.48,8,9.89,True
370780,Fated Souls,Warfare Studios,Aldorlea Games,,30,20,0,"0 .. 20,000",0,0,0,0,9.99,999,0,0,English,"Adventure, Casual, Indie, RPG","{'RPG': 49, 'Indie': 46, 'RPGMaker': 29, 'Adventure': 25, 'Fantasy': 25, 'Casual': 23, 'JRPG': 18, 'Story Rich': 13}",233000.0,11000000.0,3.5h,0.2h,"Jul 30, 2015",2219,1,50,0.6,12,0.84,7,5.79,True
420570,Cubixx HD,Laughing Jackal LTD,Ghostlight LTD,,30,3,0,"0 .. 20,000",0,0,0,0,8.99,899,0,0,"English, French, Italian, German, Spanish - Spain","Action, Indie","{'Arcade': 128, 'Action': 122, 'Puzzle': 119, 'Abstract': 116, 'Minimalist': 113, 'Logic': 105, 'Space': 98, 'Score Attack': 93, 'Atmospheric': 90, 'Futuristic': 86, 'Old School': 83, 'Retro': 79, 'Local Multiplayer': 77, 'Multiplayer': 69, 'Singleplayer': 67, '4 Player Local': 65, 'Co-op': 63, 'Local Co-Op': 60, 'Time Attack': 53, 'Indie': 51}",49000.0,1000000.0,0.4h,0h,"Jan 28, 2016",2037,5,33,0.91,29,0.77,8,5.6,True
606603,Twin Star Exorcists: The Sound of Magano - Bothersome Twosome,,,,11,1,0,"0 .. 20,000",0,0,0,0,1.99,199,0,0,"English, Japanese",,"{'Anime': 36, 'Episodic': 30, 'Action': 5}",1000.0,0.0,0h,0h,"Mar 30, 2017",1610,2,12,0.92,1,0.3,14,1.79,True
584220,RunningDead,PotionC,PotionC,,78,16,0,"20,000 .. 50,000",198,0,198,0,1.99,199,0,0,"English, Simplified Chinese","Casual, Indie","{'Casual': 24, 'Indie': 23}",269000.0,6000000.0,2.8h,0.1h,"Mar 3, 2017",1637,2,94,0.83,5,0.26,8,1.73,True
322980,Gods vs Humans,Artefacts Studio,Microids Indie,,56,49,0,"20,000 .. 50,000",0,0,0,0,4.99,499,0,1,"English, French, Italian, German, Spanish - Spain","Action, Casual, Strategy","{'Strategy': 36, 'Casual': 36, 'Action': 32, 'God Game': 11}",642000.0,3000000.0,0.2h,0h,"Oct 10, 2014",2512,5,105,0.53,6,0.9,7,2.74,True
1171240,Reiko's Fragments,Pixel Canvas Studios,Pixel Canvas Studios,,113,32,0,"0 .. 20,000",0,0,0,0,9.99,999,0,0,English,"Action, Indie, Early Access","{'Action': 64, 'Indie': 62, 'VR': 48, 'Horror': 47, 'Asymmetric VR': 32, 'Early Access': 26, 'First-Person': 21, 'Survival Horror': 18, 'Multiplayer': 16, 'Local Multiplayer': 15, 'Party': 11}",45000.0,13000000.0,1h,0.7h,"Oct 28, 2019",668,1,145,0.78,10,0.4,8,9.84,True
706560,Jimmy and the Pulsating Mass,Kasey Ozymy,Kasey Ozymy,,306,20,0,"0 .. 20,000",0,0,0,0,14.99,1499,0,1,English,"Indie, RPG","{'RPG': 52, 'Indie': 48, 'Gore': 32, 'Horror': 26, 'RPGMaker': 24, 'Great Soundtrack': 18, 'Pixel Graphics': 18, 'Story Rich': 17, 'JRPG': 11, 'Adventure': 10, 'Funny': 10, 'Singleplayer': 8, 'Psychological Horror': 7, 'Retro': 6}",21000.0,5000000.0,10.8h,1h,"Aug 7, 2018",1115,1,326,0.94,12,0.3,9,12.83,True
937850,Hidden Paws Mystery,Manic Hyena,Manic Hyena,,159,9,0,"0 .. 20,000",0,0,0,0,3.24,499,35,1,"English, Spanish - Spain, Czech, Danish, Dutch, Finnish, Japanese, Polish, Russian, Simplified Chinese, French, German, Italian, Turkish, Portuguese - Brazil","Casual, Indie","{'Casual': 145, 'Cats': 139, 'Hidden Object': 136, 'Relaxing': 131, 'Puzzle': 128, 'Cute': 118, 'Family Friendly': 114, 'Mystery': 112, 'Colorful': 110, 'Fantasy': 107, 'Atmospheric': 103, 'Horror': 100, 'Singleplayer': 95, 'Dark Fantasy': 88, 'Indie': 81, '3D': 75, 'Stylized': 61, 'Dark': 53, 'Lovecraftian': 44, 'Beautiful': 42}",33000.0,9000000.0,1.6h,0.7h,"Dec 18, 2018",982,15,168,0.95,30,0.27,8,4.32,True
888690,Guess who ?,Easy game,Game for people,,51,38,0,"50,000 .. 100,000",0,0,0,0,0.99,99,0,0,English,"Action, Casual, Indie","{'Indie': 31, 'Casual': 31, 'Action': 29}",0.0,0.0,0h,0h,"Jul 5, 2018",1151,1,89,0.5730337078651685,33,0.5,8,0.74,True
487590,Pepe Porcupine,EnsenaSoft,EnsenaSoft,,67,52,0,"20,000 .. 50,000",214,0,217,0,0.99,99,0,0,English,Casual,"{'Casual': 25, 'Memes': 12, 'Puzzle': 8, 'Sokoban': 6}",1200000.0,25000000.0,4.5h,0h,"Jun 6, 2016",1907,1,119,0.56,23,0.56,9,1.19,True
434970,That Dam Level redux,noiarc,noiarc,,2,1,0,"0 .. 20,000",0,0,0,0,8.99,899,0,0,English,"Action, Indie","{'Action': 31, 'Indie': 31, 'Crafting': 11, '2D': 11, 'Retro': 11, 'Singleplayer': 11, 'Cartoony': 11, 'Replay Value': 11, 'Platformer': 10, 'Great Soundtrack': 10, 'Pixel Graphics': 10, 'Difficult': 10, 'Cute': 10, 'Remake': 10, 'Female Protagonist': 10}",84000.0,0.0,0h,0h,"Feb 25, 2016",2009,1,3,0.67,3,0.43,10,8.59,True
764030,Realm Revolutions,Aleksandr Golovkin,Aleksandr Golovkin,,229,78,0,"500,000 .. 1,000,000",601,0,1159,0,0.0,0,0,59,"English, Russian",Free to Play,"{'Free to Play': 42, 'Clicker': 19, 'Casual': 8, 'Singleplayer': 6}",197000.0,9000000.0,20.8h,0.6h,"Jan 5, 2018",1329,2,307,0.75,0,0,0,0,True
779560,公主的逃脱日常,Pioneer,Pioneer,,10,3,0,"0 .. 20,000",1,0,1,0,0.0,0,0,0,"English, Not supported, Simplified Chinese","Action, Adventure, Casual, Indie, RPG","{'Action': 22, 'Adventure': 22, 'RPG': 22, 'Indie': 22, 'Casual': 22, 'Free to Play': 5}",91000.0,1000000.0,1.8h,0.3h,"Mar 7, 2018",1268,3,13,0.77,0,0,0,0,True
536110,Double Fine Adventure: Ep01 Deleted - Talking with Ron,,,,23,3,0,"0 .. 20,000",0,0,0,0,0.0,0,0,0,English,,"{'Documentary': 53, 'Indie': 32, 'Game Development': 30, 'Episodic': 28, 'Gaming': 28}",241000.0,1000000.0,0.1h,0h,"Nov 17, 2016",1743,1,26,0.88,NA,NA,NA,NA,True
341390,Vulture for NetHack,DarkArts Studios,DarkArts Studios,,120,50,0,"0 .. 20,000",965,0,965,0,2.99,299,0,0,English,"Indie, RPG, Strategy","{'Traditional Roguelike': 81, 'RPG': 79, 'Rogue-like': 70, 'Procedural Generation': 54, 'Isometric': 53, 'Indie': 45, 'Strategy': 41, 'Difficult': 30, 'Perma Death': 29, 'Dungeon Crawler': 28, 'Fantasy': 27, 'Turn-Based': 8, 'Classic': 5}",225000.0,10000000.0,2.4h,0.1h,"Feb 2, 2015",2397,1,170,0.71,29,0.4,8,2.39,True
65070,Ride 'em Low,"Red Dot Games, PLAY",Libredia,,65,57,0,"20,000 .. 50,000",208,0,208,0,2.99,299,0,0,"English, Czech, Polish, German","Racing, Simulation","{'Racing': 34, 'Simulation': 31}",307000.0,1000000.0,0.3h,0h,"Nov 4, 2013",2852,4,122,0.53,22,0.64,8,2.68,True
